,Gender,Ever_Married,Age,Graduated,Work_Experience,Family_Size,Profession_Doctor,Profession_Engineer,Profession_Entertainment,Profession_Executive,Profession_Healthcare,Profession_Homemaker,Profession_Lawyer,Profession_Marketing,Spending_Score_High,Spending_Score_Low,Var_1_Cat_2,Var_1_Cat_3,Var_1_Cat_4,Var_1_Cat_5,Var_1_Cat_6,Var_1_Cat_7
272,0,1,68,0,3.0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
273,0,0,49,1,3.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
274,1,1,49,1,0.0,2.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
275,0,0,18,0,1.0,3.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
276,0,1,85,0,2.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
277,0,0,38,1,3.0,4.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
278,1,1,28,0,0.0,4.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
279,1,1,46,0,3.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
280,1,1,59,1,9.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
281,0,1,56,1,0.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
282,1,1,69,1,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
283,1,1,66,1,0.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
284,1,0,18,0,4.0,6.0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
285,1,0,36,1,4.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
286,1,0,31,1,1.0,2.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
287,1,1,67,0,1.0,2.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
288,0,0,39,1,7.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
289,1,0,42,1,4.0,3.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
290,1,1,50,1,0.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
291,0,1,37,1,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
292,0,0,59,1,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
293,1,1,50,1,8.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
294,1,1,48,1,8.0,3.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
295,1,1,55,1,9.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
296,0,0,33,1,1.0,3.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
297,1,0,38,1,13.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
298,1,0,43,1,0.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
299,0,0,53,1,0.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
300,1,0,37,1,0.0,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
301,0,0,36,1,5.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
302,1,0,36,1,5.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
303,1,1,62,1,1.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
304,0,0,38,0,2.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
305,1,0,55,1,1.0,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
306,1,1,60,0,1.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
307,0,1,36,1,7.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
308,1,0,30,0,5.0,9.0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
309,0,0,66,0,4.0,3.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
310,1,1,45,1,1.0,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
311,0,0,40,1,6.0,3.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
312,0,1,45,1,5.0,3.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
313,1,1,41,1,2.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
314,0,1,62,1,4.0,1.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
315,1,1,61,1,1.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
316,0,1,50,1,4.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
317,1,1,53,1,3.0,2.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
318,1,0,39,1,7.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
319,0,0,86,1,0.0,1.0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
320,1,1,50,1,1.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
321,0,0,46,0,4.0,3.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
322,1,0,52,1,0.0,1.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
323,0,0,45,0,0.0,1.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
324,0,0,37,1,9.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
325,0,1,36,1,3.0,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
326,0,0,25,1,3.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
327,0,0,40,0,1.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
328,1,1,41,1,11.0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
329,0,1,25,1,3.0,2.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
330,1,1,80,0,4.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
331,0,0,46,1,3.0,1.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
332,0,1,81,1,1.0,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
333,1,1,40,1,0.0,2.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
334,1,0,49,1,1.0,1.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
335,0,0,26,1,8.0,3.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
336,1,0,26,1,1.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
337,0,0,47,1,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
338,0,1,71,1,0.0,3.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
339,1,1,48,1,1.0,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
340,1,1,39,1,1.0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
341,1,1,50,1,8.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
342,0,0,46,1,1.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
343,1,1,26,1,8.0,2.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
344,0,1,42,1,1.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
345,0,1,36,1,4.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
346,1,0,29,1,1.0,4.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
347,0,0,39,0,1.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
348,0,0,41,1,0.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
349,0,1,48,1,8.0,3.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
350,1,1,40,1,9.0,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
351,0,0,25,1,4.0,3.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
352,0,1,41,1,7.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
353,1,0,37,1,11.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
354,0,0,53,1,0.0,3.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
355,0,1,51,1,0.0,3.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
356,1,1,73,1,1.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
357,1,1,61,0,1.0,5.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
358,1,0,39,1,5.0,1.0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
359,0,0,19,0,0.0,4.0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
360,0,0,19,0,0.0,7.0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
361,0,0,23,0,1.0,5.0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
362,1,1,83,1,0.0,2.0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
363,0,1,62,1,1.0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
364,0,0,43,1,9.0,4.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
365,0,0,27,0,0.0,5.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
366,1,0,50,1,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
367,0,0,23,0,0.0,6.0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
368,1,0,35,0,9.0,2.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
369,1,0,32,0,9.0,3.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
370,0,0,42,1,2.0,3.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
371,1,0,33,0,13.0,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
372,0,0,28,1,9.0,3.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
373,1,1,35,1,1.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
374,0,0,35,1,9.0,2.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
375,0,1,39,1,0.0,2.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
376,1,1,28,1,6.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
377,1,1,35,1,11.0,6.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
378,0,1,45,1,0.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
379,0,1,73,1,4.0,3.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
380,1,0,52,0,1.0,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
381,1,0,28,0,0.0,3.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
382,1,1,38,1,9.0,3.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
383,0,0,42,1,8.0,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
384,0,0,26,0,9.0,3.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
385,0,0,27,1,7.0,2.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
386,1,1,41,1,0.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
387,1,1,41,1,1.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
388,1,1,47,1,0.0,4.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
389,1,0,35,1,8.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
390,0,0,88,1,0.0,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
391,0,0,46,1,6.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
392,0,1,41,1,3.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
393,0,0,30,1,10.0,5.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
394,1,1,43,1,12.0,2.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
395,0,0,29,1,9.0,2.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
396,1,1,48,1,1.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
397,0,1,61,1,4.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
398,0,0,51,1,2.0,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
399,0,0,38,1,2.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
400,0,1,49,1,0.0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
401,0,0,43,1,9.0,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
402,1,0,27,0,14.0,4.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
403,0,0,35,0,14.0,6.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
404,0,1,39,0,4.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
405,0,1,52,0,9.0,3.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
406,0,0,38,1,10.0,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
407,0,0,30,1,12.0,2.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
408,0,0,43,1,10.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
409,0,0,42,0,10.0,4.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
410,0,0,46,1,2.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
411,0,0,47,1,11.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
412,0,0,32,0,13.0,5.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
413,0,1,53,1,11.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
414,0,1,43,1,12.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
415,0,0,39,1,0.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
416,1,1,42,1,3.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
417,0,0,37,1,3.0,1.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
418,1,0,19,0,0.0,4.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
419,1,0,30,0,1.0,1.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
420,0,1,49,1,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
421,1,1,55,1,0.0,3.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
422,0,1,59,1,1.0,2.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
423,0,1,46,1,3.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
424,0,1,27,1,9.0,2.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
425,0,0,25,1,1.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
426,0,0,37,1,1.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
427,1,0,38,1,9.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
428,1,0,29,1,9.0,3.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
429,1,0,28,1,11.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
430,0,1,27,1,8.0,2.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
431,0,0,42,0,3.0,2.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
432,0,0,43,1,14.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
433,0,1,40,1,8.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
434,1,0,41,1,9.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
435,1,1,46,0,8.0,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
436,0,0,32,1,9.0,3.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
437,0,0,56,1,1.0,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
438,1,0,28,1,12.0,1.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
439,0,0,25,1,0.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
440,1,1,42,1,6.0,7.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
441,0,0,41,1,5.0,2.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
442,1,1,36,1,3.0,2.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
443,0,0,42,1,2.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
444,0,0,42,1,8.0,4.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
445,0,0,55,1,1.0,2.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
446,1,1,52,1,1.0,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
447,0,0,47,1,1.0,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
448,1,1,57,1,2.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
449,0,0,26,1,8.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
450,0,0,28,0,5.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
451,0,0,37,1,0.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
452,1,1,89,0,0.0,1.0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
453,1,0,25,0,2.0,1.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
454,1,1,50,1,1.0,4.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
455,0,0,42,1,5.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
456,1,0,48,1,3.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
457,0,0,37,1,9.0,3.0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
458,0,0,30,0,1.0,5.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
459,1,1,26,0,2.0,4.0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
460,0,1,47,1,3.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
461,1,0,36,0,3.0,4.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
462,1,1,53,0,3.0,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
463,1,0,30,0,1.0,6.0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
464,0,0,20,0,4.0,7.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
465,0,0,19,0,8.0,5.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
466,1,0,19,0,9.0,6.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
467,0,0,37,0,12.0,3.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
468,1,0,20,0,0.0,6.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
469,1,1,39,0,3.0,3.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
470,0,0,26,1,1.0,3.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
471,1,0,31,0,0.0,4.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
472,1,1,31,1,2.0,3.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
473,0,1,41,1,9.0,3.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
474,0,1,32,0,3.0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
475,0,1,42,1,0.0,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
476,0,1,89,0,1.0,3.0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
477,1,1,78,0,1.0,3.0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
478,0,1,65,1,1.0,2.0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
479,0,1,48,1,0.0,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
480,1,0,36,1,8.0,2.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
481,0,1,55,1,0.0,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
482,1,1,52,1,0.0,2.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
483,1,1,52,1,7.0,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
484,0,1,41,1,1.0,1.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
485,0,1,36,1,3.0,1.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
486,0,0,37,0,7.0,1.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
487,0,0,40,0,1.0,2.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
488,1,1,38,1,3.0,2.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
489,1,0,25,0,0.0,3.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
490,0,0,33,1,1.0,4.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
491,1,0,26,1,1.0,1.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
492,0,0,28,0,0.0,1.0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
493,1,0,18,0,0.0,6.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
494,1,0,52,0,0.0,3.0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
495,1,0,26,1,0.0,2.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
496,1,0,18,0,0.0,4.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
497,0,0,20,0,1.0,2.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
498,0,1,36,1,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
499,1,1,27,1,8.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
500,1,0,21,0,3.0,5.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
501,1,0,27,1,8.0,4.0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
502,0,0,28,1,3.0,3.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
503,1,1,63,1,3.0,4.0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
504,1,0,48,1,3.0,3.0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
505,1,1,80,1,1.0,2.0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
506,0,1,71,1,7.0,3.0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
507,1,1,47,0,8.0,4.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
508,0,0,22,0,1.0,4.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
509,1,1,35,1,3.0,2.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
510,0,0,40,0,3.0,6.0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
511,0,0,18,0,3.0,3.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
512,0,0,26,1,0.0,4.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
513,0,1,73,1,3.0,5.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
514,1,1,86,1,3.0,1.0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
515,0,0,37,0,1.0,2.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
516,1,1,59,1,3.0,3.0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
517,0,0,28,0,8.0,1.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
518,0,1,29,1,9.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
519,0,1,37,1,7.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
520,0,1,46,1,3.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
521,1,0,39,1,6.0,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
522,0,0,33,0,8.0,1.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
523,0,0,32,1,3.0,2.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
524,0,0,32,0,6.0,2.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
525,0,1,25,0,8.0,1.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
526,0,1,48,1,9.0,2.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
527,0,0,27,0,8.0,1.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
528,0,0,49,1,1.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
529,0,1,33,1,8.0,5.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
530,0,0,33,0,7.0,6.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
531,1,1,39,1,0.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
532,1,1,50,1,0.0,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
533,0,1,84,1,0.0,3.0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
534,0,1,46,1,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
535,1,1,31,0,0.0,3.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
536,1,1,57,1,3.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
537,1,1,73,0,1.0,4.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
538,1,1,36,1,9.0,4.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
539,1,0,53,1,2.0,4.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
540,1,1,41,1,9.0,3.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
541,0,0,53,0,0.0,3.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
542,1,1,35,1,2.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
543,1,1,62,1,0.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
544,1,0,23,0,0.0,3.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
545,1,0,51,1,1.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
546,0,1,83,0,1.0,2.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
547,0,0,26,1,0.0,2.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
